source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
Бурят-Монгольской АССР Совнаркомун уурааҕынан 2 мая 1945 года No 186-ж «Об открытии буддийского храма „Хамбинское Сумэ“ в улусе Средняя Иволга» саҥа дацааны арыйарга көҥүл биэрбитэ.,"By a resolution of the Council of People's Commissars of the Buryat-Mongol Autonomous Soviet Socialist Republic of May 2, 1945, for the opening of the Buddhist Church of the Khambinskoye Sumy, the Middle Ivolga, the construction of a new datsan was allowed.",25,48,181,257,1.419889502762431,1.92,wikimedia
Буддистар харчы уонна итэҕэл малын-салын хомуйан барбыттара.,The Buddhist community began the collection of money and religious utensils.,7,12,60,76,1.2666666666666666,1.7142857142857142,wikimedia
"Хомуллубут харчыннан Ошор-Булаг диэн сиргэ мас дьиэ туппуттара, дуган көрүҥүн биэрбиттэрэ.","A wooden house was delivered to the raised funds in the Ivolginsky Valley in the Oshor-Bulag area, which was given the appearance of a dugan.",11,27,90,141,1.5666666666666667,2.4545454545454546,wikimedia
Итэҕэйэр дьон кэлэн тутууга көмөлөһөр буолбуттара.,"Believers, learning about the opening, began to take an active part in construction work.",6,17,50,89,1.78,2.8333333333333335,wikimedia
Оннук 1945 сыл ахсынньы 12 күнүгэр гэбши Галсан Хайдуб диэн киһи салалтатынан бастакы аһаҕас сиэр-туом ыытыллыбыта «Сахюусан хурал».,"On December 12, 1945, led by Gabsha Galsan Haidub, the first open service of Sahuusan Khural was held.",18,22,132,102,0.7727272727272727,1.2222222222222223,wikimedia
1946 сыл олунньутугар саҥа дьыллааҕы сиэрдэр-туомнар — «Сагаалганай хурал» — туох баар каноннары тутуһан ыытыллыбыттара.,"In February 1946, New Year's services-“Sagalganay Khural”-were held in compliance with all religious and ritual canons.",15,23,120,119,0.9916666666666667,1.5333333333333334,wikimedia
"Бастакы Цогчен-дуган 1948 сыллаахха тутуллубута, иккис Цогчен тутуллубутун кэннэ бөлөһүөпүйэ факультетын Чойра-дугана буолбута.","The first Tsogchen-Dugan was erected in 1948, with the construction of the second Tsogchen, which became the Choir-Dugan of the Faculty of Philosophy.",13,26,127,150,1.1811023622047243,2.0,wikimedia
1951 сыллаахха былаас сир биэрбитэ.,"In 1951, the authorities officially allocated land for the monastery complex.",5,13,35,77,2.2,2.6,wikimedia
"Ламаалар олорор дьиэлэрэ, хаһаайыстыбаннай тутуулар баар буолбуттара.","Residential buildings for lamas, household and official buildings were built.",7,12,69,77,1.1159420289855073,1.7142857142857142,wikimedia
1970-с сылларга манастыыр үгүс дьиэтэ тутуллубута.,"In the 1970s, most of the temples of Datsan were erected.",6,13,50,57,1.14,2.1666666666666665,wikimedia
"1970 сыллаахха иккис аҕыс эркиннээх Цогчен-дуган тутуллубута, 1976 сыллаахха үһүс собуор хыраама тутуллубута, ол кэлин Деважин Сүмэ буолбута.","In 1970, the second eight-walled Tsogchen-Dugan was built, with the construction of a third (modern) cathedral temple in 1976, transformed into Sumy devices.",18,29,141,157,1.1134751773049645,1.6111111111111112,wikimedia
"1991 сыллаахха дацаан иһинэн Буддизм университета «Даши Чойнхорлин Дамба Даржа Заяев аатынан», билигин онно сүүсчэкэ усутудьуон - хувараак үөрэнэр. 4 факультеттаах: бөлөһүөпүйэ, тантра, иконография уонна мэдиссиинэ.","In 1991, under Datsan, the Buddhist University “Dasha Choynhorlin named afterDarga Zayeva Dam, where about 100 huvarak students are currently studying at four faculties: philosophical, tantric, iconographic and medical.",26,37,215,219,1.0186046511627906,1.4230769230769231,wikimedia
2002 күһүнүгэр Эбилгэ дацааныгар Этигэлов Хамбо-ламааны аҕалбыттара.,"In the fall of 2002, the Ivolginsky datsan found the imperfect body of Hambo-Lama Itigelov.",7,17,68,91,1.338235294117647,2.4285714285714284,wikimedia
2003 сыл тохсунньутугар кинини харайар хыраам тутуутун туһунан быһаарыныы ылыныллыбыта.,"In January 2003, a decision was made on the construction of the Palace-Khram for storing the Holy Relight.",10,20,87,106,1.2183908045977012,2.0,wikimedia
"Бу дьиэни билигин суох Янганжин дацаанын Дэважин-дуганын бырайыагынан туппуттара, бу бырайыагы Этигэлов бэйэтэ оҥорбута, уонна дьиэтин 1906 сыллаахха туппута.","The temple was built according to the project of the unheard of Daugan-Dugan Yangazhinsky datsan, designed and built by Itigelov himself in 1906.On October 31, 2008, a rite of consecration of the blessed Palace of Hambo-Lama Itigelov was held.",19,43,158,243,1.5379746835443038,2.263157894736842,wikimedia
Хыраам 2008 сыл алтынньы 31 күнүгэр үөрүүлээх быһыыга-майгыга аһыллыбыта.,The imperishable body of the teacher was solemnly pre -managed to the temple.,9,14,73,77,1.0547945205479452,1.5555555555555556,wikimedia
"Билигин дацааҥҥа хурааллар ыытыллаллар, күн аайы үөрэх көмүскээччилэригэр Сахюусааннарга аналлаах сиэрдэр-туомнар уонна атын сиэр-туом ыытыллар.","Currently, in the Datsan, hural services are held on the most important events of Buddhist history, daily rituals in honor of the defenders and guardians of the doctrine-Sahuusanov and other rites that help and protect believers from various negative forces.",15,44,144,258,1.7916666666666667,2.933333333333333,wikimedia
Дацааҥҥа элбэх пломник уонна араас дойдуттан туристар сылдьаллар.,Datsan visit many pilgrims and tourists from different countries.,8,10,65,65,1.0,1.25,wikimedia
Дацаан дуганнара,Dutsan churches-dugans,2,2,16,22,1.375,1.0,wikimedia
"Цогчен-дуган — сүрүн собуор дуган (1976); Чойра-дуган — Чойра бөлөһүөпүйэтин дугаана — бастакы Цогчен-дуган (1947—1948 сс.); Дэважин-сумэ — Рай Будды Амитабхи — иккис Цогчен-дуган, туойунан тутуллубут 8 эркиннээх икки мэндиэмэннээх дьиэ (1970);","Tsogchen-Dugan-the main cathedral temple (built in November 1976);Choira-Dugan-the temple of the Faculty of Philosophy of Choir-the first Tsogchen-Dugan (built in 1947-1948);Devazhin-Sume-paradise of the Buddha Amitabhi-the second Tsogchen-Dugan, a clay eight-walled two-story building (built in 1970);",32,47,244,302,1.2377049180327868,1.46875,wikimedia
Хамбо-ламаа Итигэлов дыбарыаһа— Этигэлов харайыллыбыт сирэ; Күөх Тара Дугана (бур.,The Church of the Hamba-Lama Itigelov-the place of storage of the Holy Relight-the imperishable body of the great teacher;Dugan Green Tara (Bour.,10,26,82,145,1.7682926829268293,2.6,wikimedia
Ногоон Дара Эхын сумэ) — дьахтар ботхисатватыгар Күөх Тараҕа аналлаах; Жуд-дуган — тантра хыраама; Маанин-дуган — аһыныы бодхисатватын хыраама (Арьяа-Баалы); Гунрик-дуган — Вайрочана буддатын хыраама Майдарин-сумэ — Майтрея буддатын мас дьоҕус хыраама (1970-с сс. тутуллубут);,Nogon Dara Ekhyn Suma) - a temple dedicated to the female Bodhisatvy green containers;Zhud-Dugan-a tantric temple;Maanin-Dugan-the temple of the Bodhisatvas of compassion Avalokiteshvara (Aryaa-Baali);Gunrik-Dugan-the temple of the Buddha Vairochany;Maidarin-Sume-a small wooden temple of the Buddha Maretrey (built in the 1970s);,35,54,276,330,1.1956521739130435,1.542857142857143,wikimedia
"Сахюусан-сумэ — мас дуган квадрат дьүһүннээх, дхармапалааларга анаммыт — Үөрэҕи көмүскээччилэргэ (1986 с. тутуллубут); Бодхи ытык мас оранжереята",Sahuusan-Suma-a wooden oak-in-a square dud dedicated to dharmapalam-defenders of the doctrine (built in 1986);Orange for the sacred tree of the Bodhi.,18,26,145,150,1.0344827586206897,1.4444444444444444,wikimedia
"Маны таһынан манастыыр сиригэр Хамбо-ламы олорор дьиэтэ, библиотека, Буддизм университетын үөрэтэр дьиэлэрэ «Даши Чойнхорлин», сайыҥҥы гостиница, буддизм ускуустубатын түмэлэ, ытык субурганнар, араас тутуулар, таба иитэр вольер бааллар.","In addition, on the territory of the monastery there are the residence of Hambo-Lama, the library building, the educational buildings of the University of Buddhist “Dasha Choynhorlin”, the summer hotel, the Museum of Monuments of Buddhist Arts, the sacred stupa-Suburgans, various office premises and the houses of Lama, the aviary for roe deer.",27,64,236,345,1.4618644067796611,2.3703703703703702,wikimedia
"Дацааҥҥа ыалдьыты көрсөр киин баар, онно хурааллар хаһан буолалларын, ханна хонуохха сөбүн уонна да атыны билиэххэ сөп[4].","Under the Datsan, there is a visible and information center in which you can find out information about the schedule of Khural, accommodation in guest houses and other information [4].",17,35,122,184,1.5081967213114753,2.0588235294117645,wikimedia
